item_id,name,width_cm,depth_cm,height_cm,mass_kg,priority,expiry_date,usage_limit,preferred_zone
000313,Space_Suit,42.1,36.4,26.5,20.3,14,N/A,4194,Airlock
000314,Emergency_Oxygen_Mask,45.1,38.5,22.9,19.88,100,N/A,1471,Crew_Quarters
000315,Protein_Bars,12.0,19.2,14.8,1.7,70,N/A,2136,Crew_Quarters
000316,Fire_Extinguisher,21.3,14.2,33.7,5.1,87,N/A,4442,Engineering_Bay
000317,Asteroid_Sample_Container,14.0,25.3,17.0,7.8,40,N/A,1409,Lab
000318,Protein_Bars,15.0,24.2,13.9,2.52,62,N/A,2240,Crew_Quarters
000319,Food_Packet,26.8,13.7,22.9,7.0,43,2025-07-02,7,Storage_Bay
000320,EV_Suit_Battery,25.5,13.3,30.1,5.1,73,N/A,456,Airlock
000321,Emergency_Beacon,27.1,15.9,25.1,5.41,31,N/A,3629,Cockpit
000322,Antibiotic_Supply,47.1,28.6,38.7,26.07,36,2026-05-03,3624,Lab
000323,Space_Suit,32.9,22.4,25.5,9.4,95,N/A,668,Storage_Bay
000324,Microgravity_Lab_Kit,16.4,14.6,20.6,4.6,22,N/A,76,Lab
000325,Waste_Management_Kit,13.6,13.0,14.4,5.2,4,N/A,37,Engineering_Bay
000326,Water_Purification_Unit,44.3,24.5,28.3,15.36,74,N/A,3815,Life_Support
000327,Vacuum_Sealed_Tools,42.4,15.4,20.1,6.56,65,N/A,1541,Maintenance_Bay
000328,First_Aid_Kit,19.2,23.1,12.3,2.5,3,N/A,84,Medical_Bay
000329,Battery_Pack,17.5,46.7,24.3,9.93,9,N/A,684,External_Storage
000330,CO2_Scrubber,22.2,11.4,14.4,1.82,1,N/A,344,Life_Support
000331,Pressure_Regulator,45.2,16.5,28.3,10.55,64,N/A,3510,Engineering_Bay
000332,Waste_Management_Kit,23.3,24.9,10.3,4.8,51,N/A,31,Engineering_Bay
000333,Handheld_Spectrometer,29.8,41.9,46.1,28.78,96,N/A,3113,Lab
000334,Battery_Pack,15.3,21.3,40.8,6.65,51,N/A,573,Power_Bay
000335,Research_Samples,11.1,21.7,15.5,5.7,5,N/A,1570,Lab
000336,Medical_Scanner,49.5,19.6,43.3,21.0,74,2025-10-20,2,Medical_Bay
000337,Thruster_Fuel,40.9,28.2,26.9,15.51,83,N/A,713,Storage_Bay
000338,Water_Bottle,38.3,49.2,32.0,30.15,89,N/A,813,Storage_Bay
000339,Emergency_Oxygen_Mask,17.4,12.9,23.7,2.66,91,N/A,3087,Crew_Quarters
000340,Emergency_Oxygen_Mask,18.3,18.5,22.9,3.88,34,N/A,2403,Crew_Quarters
000341,Fire_Extinguisher,21.1,21.0,47.7,10.57,97,N/A,1186,Crew_Quarters
000342,Protein_Bars,47.1,40.8,17.6,16.91,56,N/A,1292,Storage_Bay
000343,Lab_Microscope,18.7,33.4,47.2,14.74,88,N/A,3791,Lab
000344,Vacuum_Sealed_Tools,40.7,31.9,38.4,24.93,59,N/A,4986,Maintenance_Bay
000345,LED_Work_Light,17.7,17.8,11.0,1.73,94,N/A,2176,Maintenance_Bay
000346,Asteroid_Sample_Container,21.7,27.8,25.6,4.0,8,N/A,4077,Lab
000347,Cooling_System,33.2,33.1,43.1,23.68,39,N/A,2985,Power_Bay
000348,Pressure_Regulator,40.9,27.0,18.6,10.27,14,N/A,2717,Engineering_Bay
000349,Scientific_Sensor,10.8,48.6,19.3,5.07,18,N/A,3810,Cockpit
000350,Oxygen_Cylinder,16.8,15.3,50.0,28.6,37,N/A,195,Airlock
000351,Waste_Management_Kit,11.4,10.9,15.2,7.2,47,N/A,7,Engineering_Bay
000352,Food_Packet,12.4,27.7,16.8,9.6,52,2027-01-10,81,Crew_Quarters
000353,Seed_Packets,21.2,23.0,26.8,8.2,3,N/A,54,Lab
000354,Oxygen_Cylinder,17.5,21.7,91.1,43.0,39,N/A,43,Crew_Quarters
000355,Helmet_Visor,18.9,30.5,44.9,12.94,62,N/A,868,Storage_Bay
000356,Pressure_Regulator,17.5,19.4,48.9,8.3,58,N/A,73,Engineering_Bay
000357,Tool_Kit,14.2,24.4,13.0,9.9,56,N/A,45,Storage_Bay
000358,Food_Packet,12.2,11.7,25.5,9.6,48,2025-12-30,56,Storage_Bay
000359,Protein_Bars,22.1,38.2,42.2,17.81,26,N/A,2493,Storage_Bay
000360,Thruster_Fuel,26.0,45.5,32.0,18.93,94,N/A,3769,Storage_Bay
000361,Solar_Panel,98.7,88.0,3.6,10.0,24,N/A,4641,Power_Bay
000362,EV_Suit_Battery,42.7,37.8,11.5,9.28,47,N/A,766,Storage_Bay
000363,Lab_Microscope,29.1,23.2,12.2,4.12,59,N/A,1,Lab
000364,Tool_Kit,25.9,29.7,28.7,3.1,69,N/A,87,Maintenance_Bay
000365,Tool_Kit,29.9,17.8,16.5,3.3,47,N/A,78,Storage_Bay
000366,Communication_Device,21.6,36.7,15.8,6.26,72,N/A,2995,Crew_Quarters
000367,Radiation_Shield,40.8,33.1,39.4,26.6,23,N/A,3088,Engineering_Bay
000368,LED_Work_Light,41.2,29.8,42.5,26.09,61,N/A,795,Engineering_Bay
000369,Scientific_Sensor,25.8,44.1,49.5,28.16,81,N/A,1315,Cockpit
000370,Asteroid_Sample_Container,28.1,15.2,29.2,3.8,94,N/A,2420,Lab
000371,Protein_Bars,42.1,35.3,10.7,7.95,34,N/A,3754,Storage_Bay
000372,Vacuum_Sealed_Tools,36.0,48.7,40.5,35.5,91,N/A,4157,Storage_Bay
000373,Water_Purification_Unit,36.9,32.1,31.9,18.89,50,N/A,4096,Life_Support
000374,Medical_Scanner,20.2,23.9,28.7,6.93,18,2026-03-21,11,Lab
000375,Pressure_Regulator,24.5,37.2,36.2,16.5,48,N/A,4440,Airlock
000376,LED_Work_Light,34.5,37.8,15.9,10.37,60,N/A,4930,Engineering_Bay
000377,Scientific_Sensor,12.3,22.3,34.9,4.79,69,N/A,2863,Lab
000378,LED_Work_Light,46.8,14.8,32.9,11.39,36,N/A,3387,Maintenance_Bay
000379,Food_Packet,24.2,21.0,23.1,4.6,75,2025-07-15,74,Crew_Quarters
000380,3D_Printer,17.0,19.6,24.6,4.1,92,N/A,2076,Lab
000381,Food_Packet,11.3,10.9,25.8,5.8,80,2026-11-07,14,Storage_Bay
000382,CO2_Scrubber,10.2,32.8,38.9,6.51,27,N/A,366,Life_Support
000383,Navigation_Module,45.0,31.1,12.2,8.54,86,N/A,3704,Command_Center
000384,Laptop,13.9,30.7,14.1,3.01,73,N/A,1623,Crew_Quarters
000385,Medical_Scanner,37.9,37.9,22.4,16.09,88,2025-12-24,33,Medical_Bay
000386,Oxygen_Cylinder,29.5,27.8,56.6,29.1,39,N/A,4025,Airlock
000387,Tether_Reel,22.5,21.4,23.4,5.63,96,N/A,2085,External_Storage
000388,Helmet_Visor,37.2,42.3,36.0,28.32,54,N/A,1663,Crew_Quarters
000389,Medical_Scanner,16.5,10.5,26.1,2.26,19,2026-01-06,79,Lab
000390,Antibiotic_Supply,47.6,44.8,40.1,42.76,30,2026-04-13,2573,Medical_Bay
000391,3D_Printer,19.3,46.1,30.6,13.61,97,N/A,213,Engineering_Bay
000392,Water_Bottle,43.1,23.9,42.8,22.04,84,N/A,2582,Storage_Bay
000393,Pressure_Regulator,48.6,40.1,34.0,33.13,59,N/A,540,Engineering_Bay
000394,Emergency_Beacon,26.9,19.6,34.9,9.2,93,N/A,1073,Cockpit
000395,Asteroid_Sample_Container,29.0,10.8,23.5,4.3,74,N/A,4086,Storage_Bay
000396,Vacuum_Sealed_Tools,11.5,49.4,32.7,9.29,49,N/A,2101,Storage_Bay
000397,3D_Printer,11.5,48.8,23.7,6.65,74,N/A,1932,Lab
000398,Tether_Reel,49.3,45.6,25.1,28.21,20,N/A,2352,Airlock
000399,Thruster_Fuel,12.3,33.1,44.6,9.08,72,N/A,1757,Engine_Bay
000400,CO2_Scrubber,26.7,19.6,14.8,3.87,60,N/A,774,Engineering_Bay
000401,Microgravity_Lab_Kit,21.3,13.5,12.5,6.3,51,N/A,43,Crew_Quarters
000402,Emergency_Beacon,38.4,32.4,12.7,7.9,93,N/A,1180,Cockpit
000403,Laptop,40.1,30.9,44.0,27.26,57,N/A,4457,Crew_Quarters
000404,Space_Suit,10.4,35.8,32.4,6.03,35,N/A,3046,Storage_Bay
000405,Scientific_Sensor,26.5,43.6,43.5,25.13,55,N/A,3661,Cockpit
000406,Laptop,12.3,27.0,41.6,6.91,49,N/A,1499,Crew_Quarters
000407,Helmet_Visor,14.4,15.9,12.5,1.43,83,N/A,4133,Storage_Bay
000408,Research_Samples,15.4,29.9,28.6,5.3,12,N/A,620,Storage_Bay
000409,Circuit_Board,32.7,48.4,41.3,32.68,19,N/A,1038,Storage_Bay
000410,Thruster_Fuel,19.7,21.7,30.0,6.41,39,N/A,3412,Storage_Bay
000411,Lab_Microscope,29.8,13.6,43.2,8.75,42,N/A,4637,Medical_Bay
000412,First_Aid_Kit,22.8,10.8,12.4,3.6,11,N/A,84,Medical_Bay
000413,Vacuum_Sealed_Tools,10.5,42.7,20.1,4.51,87,N/A,1508,Storage_Bay
000414,Antibiotic_Supply,27.5,33.6,11.1,5.13,78,2026-07-01,2029,Medical_Bay
000415,Pressure_Regulator,46.0,26.0,31.9,19.08,45,N/A,952,Airlock
000416,Vacuum_Sealed_Tools,31.9,45.7,37.9,27.63,95,N/A,206,Maintenance_Bay
000417,Thruster_Fuel,36.1,11.2,18.0,3.64,67,N/A,1205,Engine_Bay
000418,3D_Printer,49.1,40.3,31.7,31.36,75,N/A,693,Engineering_Bay
000419,Tool_Kit,16.4,17.3,26.8,4.1,91,N/A,33,Maintenance_Bay
000420,Protein_Bars,44.1,10.7,13.0,3.07,8,N/A,148,Crew_Quarters
000421,Space_Suit,26.8,40.5,16.1,8.74,6,N/A,3141,Airlock
000422,Solar_Panel,76.8,88.2,2.4,15.8,17,N/A,4272,Power_Bay
000423,Medical_Scanner,17.5,46.0,49.8,20.04,33,2026-03-14,59,Lab
000424,LED_Work_Light,22.0,44.6,12.0,5.89,63,N/A,1761,Engineering_Bay
000425,Oxygen_Cylinder,25.2,21.5,63.9,33.2,56,N/A,4239,Crew_Quarters
000426,Protein_Bars,12.3,30.8,33.5,6.35,18,N/A,3729,Crew_Quarters
000427,Tool_Kit,16.4,28.1,27.1,9.2,67,N/A,79,Maintenance_Bay
000428,Tether_Reel,27.7,10.3,40.6,5.79,24,N/A,168,External_Storage
000429,Radiation_Shield,24.1,11.0,19.9,2.64,63,N/A,2277,Storage_Bay
000430,Helmet_Visor,45.6,13.8,39.7,12.49,98,N/A,2859,Crew_Quarters
000431,Asteroid_Sample_Container,23.3,11.0,20.2,1.4,21,N/A,1665,Storage_Bay
000432,Waste_Management_Kit,15.0,12.0,26.8,2.1,56,N/A,59,Sanitation_Bay
000433,Gyroscope_Module,33.4,23.0,39.2,15.06,6,N/A,3848,Cockpit
000434,Emergency_Oxygen_Mask,49.0,38.1,28.7,26.79,55,N/A,4775,Medical_Bay
000435,Handheld_Spectrometer,43.3,20.5,34.1,15.13,7,N/A,4201,Engineering_Bay
000436,Seed_Packets,11.9,14.0,20.8,3.1,71,N/A,63,Lab
000437,Handheld_Spectrometer,26.2,21.1,46.3,12.8,26,N/A,1781,Lab
000438,Solar_Panel,66.5,48.1,2.5,13.2,13,N/A,1432,Power_Bay
000439,Emergency_Beacon,14.9,12.9,19.8,1.9,83,N/A,3266,Cockpit
000440,Waste_Management_Kit,26.1,15.4,22.1,1.9,9,N/A,15,Engineering_Bay
000441,Fire_Extinguisher,15.9,13.4,36.3,3.87,1,N/A,4307,Engineering_Bay
000442,Handheld_Spectrometer,24.3,44.9,14.8,8.07,36,N/A,2862,Lab
000443,Tool_Kit,14.1,18.4,12.2,7.2,47,N/A,89,Storage_Bay
000444,Communication_Device,48.2,30.2,34.4,25.04,28,N/A,3489,Crew_Quarters
000445,Tether_Reel,32.4,43.8,22.8,16.18,69,N/A,4922,External_Storage
000446,Vacuum_Sealed_Tools,49.0,13.2,27.1,8.76,79,N/A,1438,Storage_Bay
000447,Research_Samples,12.8,10.0,13.0,6.0,30,N/A,138,Storage_Bay
000448,3D_Printer,49.4,21.1,20.0,10.42,8,N/A,3748,Lab
000449,Helmet_Visor,48.2,19.6,48.7,23.0,90,N/A,1681,Storage_Bay
000450,Water_Bottle,49.6,23.9,31.7,18.79,2,N/A,3096,Storage_Bay
000451,Water_Purification_Unit,19.1,29.1,45.2,12.56,45,N/A,927,Crew_Quarters
000452,Oxygen_Cylinder,22.0,26.0,80.8,12.8,20,N/A,85,Medical_Bay
000453,Asteroid_Sample_Container,24.4,21.9,20.7,2.4,74,N/A,4951,Lab
000454,Antibiotic_Supply,30.6,30.8,26.3,12.39,59,2025-10-14,2395,Medical_Bay
000455,Navigation_Module,47.7,35.6,32.5,27.59,60,N/A,2450,Command_Center
000456,Pressure_Regulator,47.7,41.7,23.1,22.97,49,N/A,2796,Engineering_Bay
000457,Food_Packet,17.5,18.2,27.0,4.5,57,2026-03-12,50,Crew_Quarters
000458,Communication_Device,38.0,25.5,17.8,8.62,100,N/A,2529,Crew_Quarters
000459,Protein_Bars,40.9,40.9,49.9,41.74,11,N/A,1539,Crew_Quarters
000460,Oxygen_Cylinder,20.6,18.7,86.1,32.8,27,N/A,587,Crew_Quarters
000461,Helmet_Visor,36.8,33.6,44.7,27.64,9,N/A,4250,Crew_Quarters
000462,Communication_Device,39.0,41.1,31.6,25.33,11,N/A,2877,Command_Center
000463,Medical_Scanner,22.0,47.2,48.8,25.34,98,2025-06-29,22,Medical_Bay
000464,3D_Printer,18.5,25.8,47.5,11.34,96,N/A,4922,Lab
000465,Microgravity_Lab_Kit,13.0,22.0,14.9,5.7,96,N/A,10,Lab
000466,Oxygen_Cylinder,16.2,22.2,54.8,30.4,5,N/A,1859,Crew_Quarters
000467,EV_Suit_Battery,41.4,18.6,12.8,4.93,22,N/A,402,Storage_Bay
000468,Seed_Packets,10.4,12.1,27.6,1.1,62,N/A,73,Lab
000469,Navigation_Module,48.8,16.3,33.1,13.16,53,N/A,1524,Command_Center
000470,Protein_Bars,46.5,40.6,20.5,19.35,10,N/A,905,Crew_Quarters
000471,Thruster_Fuel,28.9,40.6,32.9,19.3,84,N/A,145,Engine_Bay
000472,Gyroscope_Module,21.9,12.9,43.8,6.19,89,N/A,4155,Engineering_Bay
000473,Thruster_Fuel,28.7,24.2,22.8,7.92,14,N/A,4224,Storage_Bay
000474,Laptop,21.6,22.1,10.5,2.51,96,N/A,2260,Command_Center
000475,Thruster_Fuel,35.1,12.1,38.8,8.24,22,N/A,1160,Engine_Bay
000476,Emergency_Oxygen_Mask,11.0,47.9,28.6,7.53,41,N/A,3140,Crew_Quarters
000477,Tether_Reel,28.0,10.7,11.2,1.68,80,N/A,3788,External_Storage
000478,Battery_Pack,31.8,25.7,38.7,15.81,66,N/A,996,Power_Bay
000479,Water_Bottle,38.2,37.9,48.2,34.89,1,N/A,3031,Storage_Bay
000480,Handheld_Spectrometer,16.2,16.9,27.9,3.82,52,N/A,1074,Engineering_Bay
000481,Communication_Device,42.5,20.0,12.8,5.44,77,N/A,2449,Crew_Quarters
000482,Circuit_Board,29.0,37.6,38.5,20.99,83,N/A,2313,Storage_Bay
000483,First_Aid_Kit,22.2,14.3,29.4,8.7,3,N/A,78,Medical_Bay
000484,Pressure_Regulator,43.1,17.0,19.4,7.11,63,N/A,4220,Engineering_Bay
000485,Space_Suit,42.1,32.2,15.0,10.17,91,N/A,2863,Airlock
000486,Fire_Extinguisher,35.5,41.3,38.6,28.3,13,N/A,2693,Engineering_Bay
000487,Waste_Management_Kit,14.6,22.1,27.6,9.0,2,N/A,49,Engineering_Bay
000488,Radiation_Shield,15.7,21.1,36.2,6.0,50,N/A,4491,Engineering_Bay
000489,3D_Printer,20.5,45.5,39.1,18.24,76,N/A,3758,Lab
000490,Protein_Bars,13.9,48.1,33.0,11.03,49,N/A,504,Crew_Quarters
000491,LED_Work_Light,26.2,19.9,32.7,8.52,64,N/A,4538,Maintenance_Bay
000492,Oxygen_Cylinder,18.0,28.8,67.8,43.0,1,N/A,2044,Crew_Quarters
000493,Oxygen_Cylinder,27.5,16.5,53.8,10.3,97,N/A,3527,Airlock
000494,Navigation_Module,38.6,36.7,25.7,18.2,31,N/A,3095,Command_Center
000495,Thruster_Fuel,22.4,36.5,44.4,18.15,19,N/A,4851,Engine_Bay
000496,Medical_Scanner,27.3,28.6,41.9,16.36,41,2025-06-12,65,Medical_Bay
000497,Laptop,46.9,33.9,31.6,25.12,61,N/A,2942,Command_Center
000498,Battery_Pack,20.8,35.1,48.5,17.7,31,N/A,118,External_Storage
000499,Navigation_Module,19.1,33.8,19.4,6.26,76,N/A,2159,Command_Center
000500,EV_Suit_Battery,20.4,43.9,25.0,11.19,36,N/A,653,Airlock
000501,Asteroid_Sample_Container,28.6,26.8,21.5,3.7,78,N/A,3178,Lab
000502,Vacuum_Sealed_Tools,14.6,15.5,28.8,3.26,94,N/A,129,Maintenance_Bay
000503,Solar_Panel,55.1,49.1,2.4,6.7,52,N/A,1345,External_Storage
000504,First_Aid_Kit,24.0,11.5,10.5,4.1,12,N/A,12,Crew_Quarters
000505,Research_Samples,16.5,10.7,29.5,2.5,76,N/A,2364,Lab
000506,First_Aid_Kit,29.6,24.5,14.0,6.2,14,N/A,17,Crew_Quarters
000507,Water_Bottle,27.3,41.7,27.6,15.71,42,N/A,4971,Crew_Quarters
000508,Fire_Extinguisher,29.7,48.1,41.4,29.57,53,N/A,1199,Crew_Quarters
000509,Handheld_Spectrometer,37.0,10.9,22.7,4.58,80,N/A,1833,Lab
000510,Handheld_Spectrometer,18.1,29.2,31.4,8.3,12,N/A,2118,Lab
000511,Microgravity_Lab_Kit,21.4,16.7,18.7,1.5,64,N/A,68,Crew_Quarters
000512,CO2_Scrubber,13.8,41.8,13.8,3.98,59,N/A,688,Life_Support
000513,Vacuum_Sealed_Tools,39.5,41.2,23.2,18.88,77,N/A,898,Maintenance_Bay
000514,Fire_Extinguisher,16.3,34.9,41.1,11.69,90,N/A,3400,Engineering_Bay
000515,Seed_Packets,25.9,24.8,29.1,3.1,33,N/A,72,Lab
000516,Pressure_Regulator,26.7,21.8,11.9,3.46,23,N/A,1488,Airlock
000517,Oxygen_Cylinder,28.3,25.2,56.3,44.5,38,N/A,4596,Airlock
000518,Navigation_Module,45.4,41.9,38.8,36.9,17,N/A,2233,Cockpit
000519,Handheld_Spectrometer,46.4,39.5,46.7,42.8,64,N/A,1766,Engineering_Bay
000520,Research_Samples,13.7,13.7,13.4,3.5,2,N/A,4557,Storage_Bay
000521,Communication_Device,26.9,14.6,10.8,2.12,35,N/A,3147,Crew_Quarters
000522,Asteroid_Sample_Container,18.6,28.4,23.4,9.8,33,N/A,2949,Storage_Bay
000523,Navigation_Module,26.7,42.1,30.6,17.2,80,N/A,4264,Command_Center
000524,Communication_Device,15.0,23.4,14.2,2.49,65,N/A,1388,Crew_Quarters
000525,Asteroid_Sample_Container,27.7,21.3,13.0,2.9,63,N/A,4951,Lab
000526,CO2_Scrubber,15.0,20.2,40.5,6.14,21,N/A,1000,Engineering_Bay
000527,Gyroscope_Module,14.6,39.7,41.3,11.97,53,N/A,4106,Cockpit
000528,Circuit_Board,41.4,34.2,14.4,10.19,66,N/A,807,Engineering_Bay
000529,Circuit_Board,45.9,48.4,26.7,29.66,38,N/A,4591,Engineering_Bay
000530,Helmet_Visor,14.5,37.4,32.7,8.87,54,N/A,3213,Crew_Quarters
000531,Water_Bottle,27.2,16.9,30.8,7.08,97,N/A,2770,Crew_Quarters
000532,CO2_Scrubber,42.8,14.9,16.0,5.1,80,N/A,257,Life_Support
000533,Cooling_System,49.7,34.1,15.2,12.88,16,N/A,1773,Engineering_Bay
000534,Radiation_Shield,17.9,34.4,36.1,11.11,21,N/A,2093,Engineering_Bay
000535,Fire_Extinguisher,33.7,25.8,18.1,7.87,68,N/A,2113,Engineering_Bay
000536,LED_Work_Light,36.8,30.3,27.0,15.05,84,N/A,1130,Engineering_Bay
000537,Laptop,29.0,12.4,26.5,4.76,46,N/A,4026,Command_Center
000538,Battery_Pack,44.4,21.5,30.7,14.65,69,N/A,788,External_Storage
000539,Fire_Extinguisher,17.4,37.7,10.3,3.38,6,N/A,2137,Crew_Quarters
000540,Gyroscope_Module,15.3,26.1,47.6,9.5,27,N/A,3093,Cockpit
000541,Waste_Management_Kit,13.0,10.8,23.1,8.2,33,N/A,91,Engineering_Bay
000542,Emergency_Oxygen_Mask,31.3,14.7,47.5,10.93,68,N/A,3259,Medical_Bay
000543,Medical_Scanner,40.2,40.8,21.0,17.22,59,2027-03-30,72,Medical_Bay
000544,Oxygen_Cylinder,16.3,24.7,77.5,47.3,38,N/A,1273,Crew_Quarters
000545,Oxygen_Cylinder,15.5,28.0,72.4,33.7,88,N/A,2392,Airlock
000546,Vacuum_Sealed_Tools,41.8,28.2,31.4,18.51,94,N/A,2117,Storage_Bay
000547,Pressure_Regulator,21.7,44.8,31.0,15.07,74,N/A,1189,Engineering_Bay
000548,Gyroscope_Module,18.2,30.3,23.0,6.34,40,N/A,3828,Engineering_Bay
000549,LED_Work_Light,27.7,29.7,42.8,17.61,49,N/A,1212,Engineering_Bay
000550,Radiation_Shield,26.0,18.5,49.6,11.93,9,N/A,1892,Engineering_Bay
000551,Asteroid_Sample_Container,12.2,19.8,23.4,2.2,58,N/A,4347,Storage_Bay
000552,Battery_Pack,47.4,13.0,21.6,6.65,2,N/A,664,External_Storage
000553,Waste_Management_Kit,13.9,19.1,26.0,5.1,42,N/A,8,Sanitation_Bay
000554,Solar_Panel,87.8,83.9,2.0,17.5,42,N/A,2825,External_Storage
000555,Microgravity_Lab_Kit,13.0,26.2,24.5,9.3,80,N/A,98,Crew_Quarters
000556,Waste_Management_Kit,11.4,24.0,25.2,1.9,54,N/A,12,Sanitation_Bay
000557,Helmet_Visor,41.5,36.2,45.2,33.95,62,N/A,2018,Crew_Quarters
000558,Pressure_Regulator,45.9,44.8,25.8,26.53,93,N/A,21,Airlock
000559,Oxygen_Cylinder,29.1,22.4,87.1,39.5,28,N/A,658,Airlock
000560,First_Aid_Kit,15.2,27.7,28.8,2.6,88,N/A,75,Crew_Quarters
000561,Water_Purification_Unit,46.4,21.7,16.6,8.36,43,N/A,1352,Life_Support
000562,Radiation_Shield,45.9,12.6,23.7,6.85,2,N/A,3738,Storage_Bay
000563,Laptop,49.5,40.8,37.3,37.67,33,N/A,2570,Crew_Quarters
000564,Navigation_Module,13.5,37.2,25.8,6.48,71,N/A,3444,Cockpit
000565,Tool_Kit,16.9,22.6,14.3,6.8,57,N/A,18,Storage_Bay
000566,Microgravity_Lab_Kit,29.7,10.5,20.9,4.7,85,N/A,13,Crew_Quarters
000567,Thruster_Fuel,42.7,12.9,46.6,12.83,53,N/A,4511,Storage_Bay
000568,Fire_Extinguisher,31.1,39.4,15.8,9.68,19,N/A,4401,Crew_Quarters
000569,Asteroid_Sample_Container,18.6,10.1,26.4,7.1,69,N/A,766,Lab
000570,Scientific_Sensor,40.1,28.5,40.9,23.37,99,N/A,4908,Cockpit
000571,Solar_Panel,88.6,98.2,3.7,19.2,2,N/A,4764,External_Storage
000572,EV_Suit_Battery,40.8,43.6,34.4,30.6,92,N/A,735,Airlock
000573,Handheld_Spectrometer,17.4,10.5,45.7,4.17,14,N/A,4102,Engineering_Bay
000574,First_Aid_Kit,18.9,28.9,26.7,3.6,19,N/A,91,Crew_Quarters
000575,Navigation_Module,15.5,21.0,40.3,6.56,26,N/A,180,Cockpit
000576,Space_Suit,40.5,42.1,40.5,34.53,7,N/A,3435,Storage_Bay
000577,Emergency_Oxygen_Mask,38.7,31.7,17.1,10.49,82,N/A,1248,Medical_Bay
000578,Protein_Bars,44.9,21.3,36.4,17.41,17,N/A,3148,Crew_Quarters
000579,Asteroid_Sample_Container,10.9,15.9,11.0,4.7,94,N/A,4467,Lab
000580,Helmet_Visor,41.6,36.1,13.0,9.76,68,N/A,1500,Crew_Quarters
000581,Cooling_System,14.1,49.2,23.4,8.12,43,N/A,3925,Power_Bay
000582,Fire_Extinguisher,40.9,13.1,47.2,12.64,32,N/A,754,Engineering_Bay
000583,Seed_Packets,10.6,20.3,18.0,7.1,7,N/A,13,Lab
000584,Lab_Microscope,32.2,39.3,46.6,29.49,19,N/A,726,Medical_Bay
000585,Battery_Pack,23.9,30.5,12.2,4.45,11,N/A,560,Power_Bay
000586,Oxygen_Cylinder,24.0,21.3,69.1,12.3,58,N/A,34,Medical_Bay
000587,Scientific_Sensor,31.6,49.8,40.1,31.55,17,N/A,668,Lab
000588,Emergency_Oxygen_Mask,35.4,10.8,38.4,7.34,20,N/A,1198,Crew_Quarters
000589,CO2_Scrubber,12.9,42.8,22.8,6.29,77,N/A,376,Engineering_Bay
000590,EV_Suit_Battery,38.7,35.2,40.8,27.79,47,N/A,693,Storage_Bay
000591,Seed_Packets,13.6,12.5,20.8,7.6,78,N/A,14,Greenhouse
000592,Tool_Kit,20.1,15.7,28.2,5.4,97,N/A,73,Maintenance_Bay
000593,Handheld_Spectrometer,32.2,16.0,36.8,9.48,72,N/A,1197,Engineering_Bay
000594,Laptop,33.5,31.3,13.0,6.82,79,N/A,2638,Crew_Quarters
000595,Navigation_Module,41.2,23.3,20.0,9.6,10,N/A,2555,Command_Center
000596,Antibiotic_Supply,31.3,33.6,40.0,21.03,43,2026-07-29,3349,Medical_Bay
000597,CO2_Scrubber,33.7,21.8,36.7,13.48,95,N/A,808,Engineering_Bay
000598,Tether_Reel,34.1,10.2,13.9,2.42,8,N/A,3999,External_Storage
000599,Gyroscope_Module,20.7,15.6,14.5,2.34,24,N/A,3597,Cockpit
000600,Thruster_Fuel,17.8,32.3,18.3,5.26,26,N/A,2065,Storage_Bay
000601,Oxygen_Cylinder,19.0,23.7,48.6,49.5,94,N/A,3067,Crew_Quarters
000602,Handheld_Spectrometer,24.3,11.1,33.9,4.57,51,N/A,1731,Engineering_Bay
000603,EV_Suit_Battery,13.4,42.1,26.6,7.5,93,N/A,716,Storage_Bay
000604,Helmet_Visor,47.6,21.9,10.2,5.32,84,N/A,4431,Crew_Quarters
000605,Fire_Extinguisher,33.7,27.1,37.2,16.99,51,N/A,2598,Engineering_Bay
000606,Seed_Packets,26.8,10.5,21.2,3.9,20,N/A,43,Lab
000607,EV_Suit_Battery,34.0,24.9,32.9,13.93,1,N/A,725,Storage_Bay
000608,Oxygen_Cylinder,21.1,18.7,65.8,34.9,91,N/A,1179,Crew_Quarters
000609,Scientific_Sensor,16.2,14.6,11.5,1.36,7,N/A,3733,Lab
000610,Pressure_Regulator,45.1,10.0,39.0,8.79,16,N/A,4486,Engineering_Bay
000611,Oxygen_Cylinder,16.2,16.0,58.5,39.6,61,N/A,2422,Crew_Quarters
000612,Cooling_System,26.6,26.4,28.9,10.15,52,N/A,2185,Power_Bay
000613,Tool_Kit,23.7,11.2,22.8,5.8,47,N/A,31,Storage_Bay
000614,Antibiotic_Supply,20.8,41.1,10.9,4.66,24,2025-08-12,2211,Lab
000615,First_Aid_Kit,13.2,29.9,11.9,7.8,82,N/A,25,Medical_Bay
000616,Tether_Reel,11.2,42.1,28.6,6.74,21,N/A,1571,Airlock
000617,Solar_Panel,75.8,89.8,3.1,13.2,63,N/A,1763,Power_Bay
000618,Communication_Device,34.4,16.3,25.6,7.18,94,N/A,1994,Command_Center
000619,Helmet_Visor,25.3,20.0,12.1,3.06,47,N/A,4270,Crew_Quarters
000620,Handheld_Spectrometer,46.4,41.7,27.4,26.51,60,N/A,1948,Lab
000621,Pressure_Regulator,17.1,29.7,41.8,10.61,55,N/A,2457,Airlock
